rank,read_tier,title,year,authors,venue,doi,url,cited_by_count,source_query,concepts,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,relevance_score,hostile_reason,abstract
938,landscape_sweep,Deep Convolutional and LSTM Recurrent Neural Networks for Multimodal Wearable Activity Recognition,2016,Francisco Ordóñez; Daniel Roggen,Sensors,10.3390/s16010115,https://doi.org/10.3390/s16010115,2630,robot world model,Convolutional neural network; Computer science; Wearable computer; Deep learning; Recurrent neural network; Artificial intelligence; Activity recognition; Speech recognition; Pattern recognition (psychology); Artificial neural network; Human Pose and Action Recognition; Context-Aware Activity Recognition Systems,Transfer a learned or simulated dynamics/action model from source conditions to deployment.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,Whether visually plausible prediction errors are the right unit of correction for embodied decisions.,3.5,,"Human activity recognition (HAR) tasks have traditionally been solved using engineered features obtained by heuristic processes. Current research suggests that deep convolutional neural networks are suited to automate feature extraction from raw sensor inputs. However, human activities are made of complex sequences of motor movements, and capturing this temporal dynamics is fundamental for successful HAR. Based on the recent success of recurrent neural networks for time series domains, we propose a generic deep framework for activity recognition based on convolutional and LSTM recurrent units, which: (i) is suitable for multimodal wearable sensors; (ii) can perform sensor fusion naturally; (iii) does not require expert knowledge in designing features; and (iv) explicitly models the temporal dynamics of feature activations. We evaluate our framework on two datasets, one of which has been used in a public activity recognition challenge. Our results show that our framework outperforms competing deep non-recurrent networks on the challenge dataset by 4% on average; outperforming some of the previous reported results by up to 9%. Our results show that the framework can be applied to homogeneous sensor modalities, but can also fuse multimodal sensors to improve performance. We characterise key architectural hyperparameters' influence on performance to provide insights about their optimisation."
939,landscape_sweep,Changes in the Demand for Skilled Labor within U. S. Manufacturing: Evidence from the Annual Survey of Manufactures,1994,Eli Berman; John Bound; Zvi Griliches,The Quarterly Journal of Economics,10.2307/2118467,https://doi.org/10.2307/2118467,1901,model error robot planning,Labour economics; Investment (military); Labor demand; Technological change; Economics; Product (mathematics); Manufacturing; Production (economics); Business; Firm Innovation and Growth; Labor market dynamics and wage inequality; Global trade and economics,Advance embodied world/dynamics modeling around: Changes in the Demand for Skilled Labor within U. S. Manufacturing: Evidence from the Annual Survey of Manufactures.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"This paper investigates the shift in demand away from unskilled and toward skilled labor in U. S. manufacturing over the 1980s. Production labor-saving technological change is the chief explanation for this shift. That conclusion is based on three facts: (1) the shift is due mostly to increased use of skilled workers within the 450 industries in U. S. manufacturing rather than to a reallocation of employment between industries, as would be implied by a shift in product demand due to trade or to a defense buildup; (2) trade-and defense-demand are associated with only small employment reallocation effects; (3) increased use of nonproduction workers is strongly correlated with investment in computers and in R&D."
940,landscape_sweep,Global‐scale attribution of anthropogenic and natural dust sources and their emission rates based on MODIS Deep Blue aerosol products,2012,Paul Ginoux; Joseph M. Prospero; Thomas E. Gill; N. Christina Hsu; Ming Zhao,Reviews of Geophysics,10.1029/2012rg000388,https://doi.org/10.1029/2012rg000388,1657,robot dynamics model adaptation online,Environmental science; Mineral dust; Dust storm; Moderate-resolution imaging spectroradiometer; Water cycle; Atmospheric sciences; Aerosol; Climatology; Atmospheric aerosols and clouds; Atmospheric chemistry and aerosols; Aeolian processes and effects,Advance embodied world/dynamics modeling around: Global‐scale attribution of anthropogenic and natural dust sources and their emission rates based on MODIS Deep Blue aerosol products.,"task-specific learned dynamics, representation, or planning model",scale transfers to local physical counterfactual repair,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"Our understanding of the global dust cycle is limited by a dearth of information about dust sources, especially small‐scale features which could account for a large fraction of global emissions. Here we present a global‐scale high‐resolution (0.1°) mapping of sources based on Moderate Resolution Imaging Spectroradiometer (MODIS) Deep Blue estimates of dust optical depth in conjunction with other data sets including land use. We ascribe dust sources to natural and anthropogenic (primarily agricultural) origins, calculate their respective contributions to emissions, and extensively compare these products against literature. Natural dust sources globally account for 75% of emissions; anthropogenic sources account for 25%. North Africa accounts for 55% of global dust emissions with only 8% being anthropogenic, mostly from the Sahel. Elsewhere, anthropogenic dust emissions can be much higher (75% in Australia). Hydrologic dust sources (e.g., ephemeral water bodies) account for 31% worldwide; 15% of them are natural while 85% are anthropogenic. Globally, 20% of emissions are from vegetated surfaces, primarily desert shrublands and agricultural lands. Since anthropogenic dust sources are associated with land use and ephemeral water bodies, both in turn linked to the hydrological cycle, their emissions are affected by climate variability. Such changes in dust emissions can impact climate, air quality, and human health. Improved dust emission estimates will require a better mapping of threshold wind velocities, vegetation dynamics, and surface conditions (soil moisture and land use) especially in the sensitive regions identified here, as well as improved ability to address small‐scale convective processes producing dust via cold pool (haboob) events frequent in monsoon regimes."
941,landscape_sweep,Hierarchical Bayesian inference in the visual cortex,2003,Tai Sing Lee; David B. Mumford,Journal of the Optical Society of America A,10.1364/josaa.20.001434,https://doi.org/10.1364/josaa.20.001434,1534,learned dynamics model robot control,Visual cortex; Computer science; Bayesian inference; Artificial intelligence; Visual processing; Feed forward; Probabilistic logic; Inference; Bayesian probability; Neuroscience; Neural dynamics and brain function; Visual perception and processing mechanisms,Predict visual consequences of robot actions as a proxy for embodied world modeling.,uncertainty-aware model estimation,epistemic uncertainty is calibrated enough to guide action,model structure during deployment; downstream planner/controller response to model errors,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of confidence-triggered model update or exploration.,Whether visually plausible prediction errors are the right unit of correction for embodied decisions.,3.5,,"Traditional views of visual processing suggest that early visual neurons in areas V1 and V2 are static spatiotemporal filters that extract local features from a visual scene. The extracted information is then channeled through a feedforward chain of modules in successively higher visual areas for further analysis. Recent electrophysiological recordings from early visual neurons in awake behaving monkeys reveal that there are many levels of complexity in the information processing of the early visual cortex, as seen in the long-latency responses of its neurons. These new findings suggest that activity in the early visual cortex is tightly coupled and highly interactive with the rest of the visual system. They lead us to propose a new theoretical setting based on the mathematical framework of hierarchical Bayesian inference for reasoning about the visual system. In this framework, the recurrent feedforward/feedback loops in the cortex serve to integrate top-down contextual priors and bottom-up observations so as to implement concurrent probabilistic inference along the visual hierarchy. We suggest that the algorithms of particle filtering and Bayesian-belief propagation might model these interactive cortical computations. We review some recent neurophysiological evidences that support the plausibility of these ideas."
942,landscape_sweep,<i>ATSAS 2.8</i>: a comprehensive data analysis suite for small-angle scattering from macromolecular solutions,2017,Daniel Franke; Maxim V. Petoukhov; Petr V. Konarev; Alejandro Panjkovich; Anne Tuukkanen; Haydyn D. T. Mertens; Alexey Kikhney; Nelly R. Hajizadeh,Journal of Applied Crystallography,10.1107/s1600576717007786,https://doi.org/10.1107/s1600576717007786,1420,model error robot planning,Suite; Small-angle scattering; Scattering; Small-angle X-ray scattering; Materials science; Physics; Optics; Enzyme Structure and Function; Cancer Research and Treatments; Protein Structure and Dynamics,Advance embodied world/dynamics modeling around: <i>ATSAS 2.8</i>: a comprehensive data analysis suite for small-angle scattering from macromolecular solutions.,"task-specific learned dynamics, representation, or planning model",better prediction loss implies better embodied decisions,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"ATSAS is a comprehensive software suite for the analysis of small-angle scattering data from dilute solutions of biological macromolecules or nanoparticles. It contains applications for primary data processing and assessment, ab initio bead modelling, and model validation, as well as methods for the analysis of flexibility and mixtures. In addition, approaches are supported that utilize information from X-ray crystallography, nuclear magnetic resonance spectroscopy or atomistic homology modelling to construct hybrid models based on the scattering data. This article summarizes the progress made during the 2.5–2.8 ATSAS release series and highlights the latest developments. These include AMBIMETER , an assessment of the reconstruction ambiguity of experimental data; DATCLASS , a multiclass shape classification based on experimental data; SASRES , for estimating the resolution of ab initio model reconstructions; CHROMIXS , a convenient interface to analyse in-line size exclusion chromatography data; SHANUM , to evaluate the useful angular range in measured data; SREFLEX , to refine available high-resolution models using normal mode analysis; SUPALM for a rapid superposition of low- and high-resolution models; and SASPy , the ATSAS plugin for interactive modelling in PyMOL . All these features and other improvements are included in the ATSAS release 2.8, freely available for academic users from https://www.embl-hamburg.de/biosaxs/software.html."
943,landscape_sweep,Climate models and their evaluation,2007,David A. Randall; Thierry Fichefet,University of Southern Queensland ePrints (University of Southern Queensland),,https://openalex.org/W1705762375,1412,predictive coding robot control world model,Environmental science; Geography; Computer science; Climate variability and models; Meteorological Phenomena and Simulations; Atmospheric and Environmental Gas Dynamics,Advance embodied world/dynamics modeling around: Climate models and their evaluation.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,This chapter assesses the capacity of the global climate&#13;\nmodels used elsewhere in this report for projecting future&#13;\nclimate change. Confi dence in model estimates of future climate evolution has been enhanced via a range of advances since the IPCC Third Assessment Report (TAR).
944,landscape_sweep,The Skill Content of Recent Technological Change: An Empirical Exploration,2001,David Autor; Frank S. Levy; Richard J. Murnane,SSRN Electronic Journal,10.2139/ssrn.272691,https://doi.org/10.2139/ssrn.272691,1391,model error robot planning,Content (measure theory); Technological change; Computer science; Labor market dynamics and wage inequality; Economic Growth and Productivity; Education Systems and Policy,Advance embodied world/dynamics modeling around: The Skill Content of Recent Technological Change: An Empirical Exploration.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,
945,landscape_sweep,Dynamics of the human gut microbiome in inflammatory bowel disease,2017,Jonas Halfvarson; Colin Brislawn; Regina Lamendella; Yoshiki Vázquez‐Baeza; William A. Walters; Lisa Bramer; Mauro D’Amato; Ferdinando Bonfiglio,Nature Microbiology,10.1038/nmicrobiol.2017.4,https://doi.org/10.1038/nmicrobiol.2017.4,1236,predictive coding robot control world model,Microbiome; Inflammatory bowel disease; Ulcerative colitis; Dysbiosis; Disease; Immunology; Crohn's disease; Medicine; Immune system; Etiology; Gut flora; Inflammation,Advance embodied world/dynamics modeling around: Dynamics of the human gut microbiome in inflammatory bowel disease.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"Inflammatory bowel disease (IBD) is characterized by flares of inflammation with a periodic need for increased medication and sometimes even surgery. The aetiology of IBD is partly attributed to a deregulated immune response to gut microbiome dysbiosis. Cross-sectional studies have revealed microbial signatures for different IBD subtypes, including ulcerative colitis, colonic Crohn's disease and ileal Crohn's disease. Although IBD is dynamic, microbiome studies have primarily focused on single time points or a few individuals. Here, we dissect the long-term dynamic behaviour of the gut microbiome in IBD and differentiate this from normal variation. Microbiomes of IBD subjects fluctuate more than those of healthy individuals, based on deviation from a newly defined healthy plane (HP). Ileal Crohn's disease subjects deviated most from the HP, especially subjects with surgical resection. Intriguingly, the microbiomes of some IBD subjects periodically visited the HP then deviated away from it. Inflammation was not directly correlated with distance to the healthy plane, but there was some correlation between observed dramatic fluctuations in the gut microbiome and intensified medication due to a flare of the disease. These results will help guide therapies that will redirect the gut microbiome towards a healthy state and maintain remission in IBD."
946,landscape_sweep,What Drives the Implementation of Industry 4.0? The Role of Opportunities and Challenges in the Context of Sustainability,2018,Julian M. Müller; Daniel Kiel; Kai‐Ingo Voigt,Sustainability,10.3390/su10010247,https://doi.org/10.3390/su10010247,1048,online system identification robot control,Industry 4.0; Sustainability; Context (archaeology); Business; Structural equation modeling; Relevance (law); Marketing; Order (exchange); Industrial organization; Manufacturing; Digital Transformation in Industry; Service and Product Innovation,Advance embodied world/dynamics modeling around: What Drives the Implementation of Industry 4.0? The Role of Opportunities and Challenges in the Context of Sustainability.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"The implementation of Industry 4.0 has a far-reaching impact on industrial value creation. Studies on its opportunities and challenges for companies are still scarce. However, the high practical and theoretical relevance of digital and connected manufacturing technologies implies that it is essential to understand the underlying dynamics of their implementation. Thus, this study examines the relevance of Industry 4.0-related opportunities and challenges as drivers for Industry 4.0 implementation in the context of sustainability, taking a differentiated perspective on varying company sizes, industry sectors, and the company’s role as an Industry 4.0 provider or user. A research model comprising relevant Industry 4.0-related opportunities and challenges as antecedents for its implementation is hypothesized. In order to test the model, partial least square structural equation modeling is applied for a sample of 746 German manufacturing companies from five industry sectors. The results show that strategic, operational, as well as environmental and social opportunities are positive drivers of Industry 4.0 implementation, whereas challenges with regard to competitiveness and future viability as well as organizational and production fit impede its progress. Moreover, it is shown that the perception of Industry 4.0-related opportunities and challenges as antecedents to Industry 4.0 implementation depends on different company characteristics."
947,landscape_sweep,Embodied hands,2017,Javier Romero; Dimitrios Tzionas; Michael J. Black,ACM Transactions on Graphics,10.1145/3130800.3130883,https://doi.org/10.1145/3130800.3130883,1027,learned dynamics model robot control,Computer science; Artificial intelligence; Computer vision; Computer graphics; Computer graphics (images); Articulated body pose estimation; Motion capture; Pose; Human–computer interaction; Human Pose and Action Recognition; Hand Gesture Recognition Systems; Human Motion and Animation,Model action-conditioned physical change for manipulation/contact robustly enough to support robot decisions.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors,unobserved variables changing repair validity; semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"Humans move their hands and bodies together to communicate and solve tasks. Capturing and replicating such coordinated activity is critical for virtual characters that behave realistically. Surprisingly, most methods treat the 3D modeling and tracking of bodies and hands separately. Here we formulate a model of hands and bodies interacting together and fit it to full-body 4D sequences. When scanning or capturing the full body in 3D, hands are small and often partially occluded, making their shape and pose hard to recover. To cope with low-resolution, occlusion, and noise, we develop a new model called MANO ( hand Model with Articulated and Non-rigid defOrmations ). MANO is learned from around 1000 high-resolution 3D scans of hands of 31 subjects in a wide variety of hand poses. The model is realistic, low-dimensional, captures non-rigid shape changes with pose, is compatible with standard graphics packages, and can fit any human hand. MANO provides a compact mapping from hand poses to pose blend shape corrections and a linear manifold of pose synergies. We attach MANO to a standard parameterized 3D body shape model (SMPL), resulting in a fully articulated body and hand model (SMPL+H). We illustrate SMPL+H by fitting complex, natural, activities of subjects captured with a 4D scanner. The fitting is fully automatic and results in full body models that move naturally with detailed hand motions and a realism not seen before in full body performance capture. The models and data are freely available for research purposes at http://mano.is.tue.mpg.de."
948,landscape_sweep,The Fire of Desire: A Multisited Inquiry into Consumer Passion,2003,Russell W. Belk; Gülız Ger; Søren Askegaard,Journal of Consumer Research,10.1086/378613,https://doi.org/10.1086/378613,964,embodied world model robot manipulation,Passion; Sociality; Embodied cognition; Aesthetics; Consumption (sociology); Psychology; Consumer Culture; Hopefulness; Morality; Social psychology; Sociology; Lived experience,Advance embodied world/dynamics modeling around: The Fire of Desire: A Multisited Inquiry into Consumer Passion.,contact/tactile dynamics modeling,the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,localized contact/friction failures under action,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"Desire is the motivating force behind much of contemporary consumption. Yet consumer research has devoted little specific attention to passionate and fanciful consumer desire. This article is grounded in consumers' everyday experiences of longing for and fantasizing about particular goods. Based on journals, interviews, projective data, and inquiries into daily discourses in three cultures (the United States, Turkey, and Denmark), we develop a phenomenological account of desire. We find that desire is regarded as a powerful cyclic emotion that is both discomforting and pleasurable. Desire is an embodied passion involving a quest for otherness, sociality, danger, and inaccessibility. Underlying and driving the pursuit of desire, we find self-seduction, longing, desire for desire, fear of being without desire, hopefulness, and tensions between seduction and morality. We discuss theoretical implications of these processes for consumer research."
949,landscape_sweep,IJER editorial: The future of the internal combustion engine,2019,Rolf D. Reitz; Hideyuki Ogawa; Raúl Payri; Todd D. Fansler; Sage Kokjohn; Yasuo Moriyoshi; AK Agarwal; D Arcoumanis,International Journal of Engine Research,10.1177/1468087419877990,https://doi.org/10.1177/1468087419877990,830,continual learning robot dynamics model,Internal combustion engine; Combustion; Automotive engineering; Environmental science; Homogeneous charge compression ignition; Engineering; Combustion chamber; Advanced Combustion Engine Technologies; Biodiesel Production and Applications; Combustion and flame dynamics,Advance embodied world/dynamics modeling around: IJER editorial: The future of the internal combustion engine.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"Executive summaryInternal combustion (IC) engines operating on fossilfuel oil provide about 25% of the world’s power (about3000 out of 13,000 million tons oil equivalent peryear—see Figure 1), and in doing so, they produceabout 10% of the world’s greenhouse gas (GHG) emis-sions (Figure 2). Reducing fuel consumption and emis-sions has been the goal of engine researchers andmanufacturers for years, as can be seen in the twodecades of ground-breaking peer-reviewed articles pub-lished in thisInternational Journal of Engine Research(IJER). Indeed, major advances have been made, mak-ing today’s IC engine a technological marvel. However,recently, the reputation of IC engines has been dealt asevere blow by emission scandals that threaten the abil-ity of this technology to make significant and furthercontributions to the reduction of transportation sectoremissions. In response, there have been proposals toreplace vehicle IC engines with electric-drives with theintended goals of further reducing fuel consumptionand emissions, and to decrease vehicle GHG emissions.Indeed, some potential students and researchers arebeing dissuaded from seeking careers in IC engineresearch due to disparaging statements made in thepopular press and elsewhere that disproportionatelyblame IC engines for increasing atmospheric GHGs.Without a continuous influx of enthusiastic, well-trained engineers into the profession, the potential fur-ther benefits that improved IC engines can still providewill not be realized. As responsible automotive engi-neers and as stewards of the environment for futuregenerations, it is up to our community to make an hon-est assessment of the progress made in the developmentof IC engines over the past century, with their almostuniversal adoption to meet the world’s mobility andpower generation needs. Considering that the maturityof IC engine technology is something that many othertechnologies/possibilities do not have, we also need toassess the potential for future progress, as well as toassess the benefits offered by competitor technologies,in order to make responsible recommendations forfuture directions."
950,landscape_sweep,An extremely rich repertoire of bursting patterns during the development of cortical cultures,2006,Daniel A. Wagenaar; Jerome Pine; Steve M. Potter,BMC Neuroscience,10.1186/1471-2202-7-11,https://doi.org/10.1186/1471-2202-7-11,826,robot dynamics model adaptation online,Bursting; Repertoire; Neuroscience; Biology; Stimulation; Population; Cortical neurons; Electrophysiology; Neuroscience and Neural Engineering; Planarian Biology and Electrostimulation; Neural dynamics and brain function,Advance embodied world/dynamics modeling around: An extremely rich repertoire of bursting patterns during the development of cortical cultures.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"BACKGROUND: We have collected a comprehensive set of multi-unit data on dissociated cortical cultures. Previous studies of the development of the electrical activity of dissociated cultures of cortical neurons each focused on limited aspects of its dynamics, and were often based on small numbers of observed cultures. We followed 58 cultures of different densities--3000 to 50,000 neurons on areas of 30 to 75 mm2--growing on multi-electrode arrays (MEAs) during the first five weeks of their development. RESULTS: Plating density had a profound effect on development. While the aggregate spike detection rate scaled linearly with density, as expected from the number of cells in proximity to electrodes, dense cultures started to exhibit bursting behavior earlier in development than sparser cultures. Analysis of responses to electrical stimulation suggests that axonal outgrowth likewise occurred faster in dense cultures. After two weeks, the network activity was dominated by population bursts in most cultures. In contrast to previous reports, development continued with changing burst patterns throughout the observation period. Burst patterns were extremely varied, with inter-burst intervals between 1 and 300 s, different amounts of temporal clustering of bursts, and different firing rate profiles during bursts. During certain stages of development bursts were organized into tight clusters with highly conserved internal structure. CONCLUSION: Dissociated cultures of cortical cells exhibited a much richer repertoire of activity patterns than previously reported. Except for the very sparsest cultures, all cultures exhibited globally synchronized bursts, but bursting patterns changed over the course of development, and varied considerably between preparations. This emphasizes the importance of using multiple preparations--not just multiple cultures from one preparation--in any study involving neuronal cultures. These results are based on 963 half-hour-long recordings. To encourage further investigation of the rich range of behaviors exhibited by cortical cells in vitro, we are making the data available to other researchers, together with Matlab code to facilitate access."
951,landscape_sweep,Embodied Cognition is Not What you Think it is,2013,Andrew D. Wilson; Sabrina Golonka,Frontiers in Psychology,10.3389/fpsyg.2013.00058,https://doi.org/10.3389/fpsyg.2013.00058,798,embodied world model robot manipulation,Embodied cognition; Psychology; Cognition; Cognitive science; Front (military); Cognitive psychology; Motor cognition; Social cognition; Action Observation and Synchronization; Child and Animal Learning Development; Embodied and Extended Cognition,Advance embodied world/dynamics modeling around: Embodied Cognition is Not What you Think it is.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,semantic priors overriding physical evidence,Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"The most exciting hypothesis in cognitive science right now is the theory that cognition is embodied. Like all good ideas in cognitive science, however, embodiment immediately came to mean six different things. The most common definitions involve the straight-forward claim that ""states of the body modify states of the mind."" However, the implications of embodiment are actually much more radical than this. If cognition can span the brain, body, and the environment, then the ""states of mind"" of disembodied cognitive science won't exist to be modified. Cognition will instead be an extended system assembled from a broad array of resources. Taking embodiment seriously therefore requires both new methods and theory. Here we outline four key steps that research programs should follow in order to fully engage with the implications of embodiment. The first step is to conduct a task analysis, which characterizes from a first person perspective the specific task that a perceiving-acting cognitive agent is faced with. The second step is to identify the task-relevant resources the agent has access to in order to solve the task. These resources can span brain, body, and environment. The third step is to identify how the agent can assemble these resources into a system capable of solving the problem at hand. The last step is to test the agent's performance to confirm that agent is actually using the solution identified in step 3. We explore these steps in more detail with reference to two useful examples (the outfielder problem and the A-not-B error), and introduce how to apply this analysis to the thorny question of language use. Embodied cognition is more than we think it is, and we have the tools we need to realize its full potential."
952,landscape_sweep,In situ X-ray imaging of defect and molten pool dynamics in laser additive manufacturing,2018,Chu Lun Alex Leung; Sebastian Marussi; Robert Atwood; Michael Towrie; Philip J. Withers; Peter Lee,Nature Communications,10.1038/s41467-018-03734-7,https://doi.org/10.1038/s41467-018-03734-7,786,learned dynamics model robot control,Synchrotron; Dissolution; Materials science; Marangoni effect; Laser; Shadowgraphy; Laser power scaling; In situ; Wetting; Deposition (geology); Chemical physics; Optics,Advance embodied world/dynamics modeling around: In situ X-ray imaging of defect and molten pool dynamics in laser additive manufacturing.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,A mechanism that treats physical counterexamples as first-class repair operators rather than more training loss.,3.5,,"Abstract The laser–matter interaction and solidification phenomena associated with laser additive manufacturing (LAM) remain unclear, slowing its process development and optimisation. Here, through in situ and operando high-speed synchrotron X-ray imaging, we reveal the underlying physical phenomena during the deposition of the first and second layer melt tracks. We show that the laser-induced gas/vapour jet promotes the formation of melt tracks and denuded zones via spattering (at a velocity of 1 m s −1 ). We also uncover mechanisms of pore migration by Marangoni-driven flow (recirculating at a velocity of 0.4 m s −1 ), pore dissolution and dispersion by laser re-melting. We develop a mechanism map for predicting the evolution of melt features, changes in melt track morphology from a continuous hemi-cylindrical track to disconnected beads with decreasing linear energy density and improved molten pool wetting with increasing laser power. Our results clarify aspects of the physics behind LAM, which are critical for its development."
953,landscape_sweep,A Hierarchy of Time-Scales and the Brain,2008,Stefan J. Kiebel; Jean Daunizeau; Karl Friston,PLoS Computational Biology,10.1371/journal.pcbi.1000209,https://doi.org/10.1371/journal.pcbi.1000209,737,learned dynamics model robot control,Sensory system; Hierarchy; Perception; Computer science; ENCODE; Neuroscience; Inference; Function (biology); Artificial intelligence; Cognitive science; Psychology; Biology,Model action-conditioned physical change for manipulation/contact robustly enough to support robot decisions.,"task-specific learned dynamics, representation, or planning model",the selected training objective exposes the deployment-critical model errors,contact/friction regime; model structure during deployment; downstream planner/controller response to model errors; observability of repair-relevant state,"localized action failures, planner-induced counterexamples, and post-failure repair credit assignment",Weakens novelty of broad learned dynamics/model-based robotics claims.,Whether visually plausible prediction errors are the right unit of correction for embodied decisions.,3.5,,"In this paper, we suggest that cortical anatomy recapitulates the temporal hierarchy that is inherent in the dynamics of environmental states. Many aspects of brain function can be understood in terms of a hierarchy of temporal scales at which representations of the environment evolve. The lowest level of this hierarchy corresponds to fast fluctuations associated with sensory processing, whereas the highest levels encode slow contextual changes in the environment, under which faster representations unfold. First, we describe a mathematical model that exploits the temporal structure of fast sensory input to track the slower trajectories of their underlying causes. This model of sensory encoding or perceptual inference establishes a proof of concept that slowly changing neuronal states can encode the paths or trajectories of faster sensory states. We then review empirical evidence that suggests that a temporal hierarchy is recapitulated in the macroscopic organization of the cortex. This anatomic-temporal hierarchy provides a comprehensive framework for understanding cortical function: the specific time-scale that engages a cortical area can be inferred by its location along a rostro-caudal gradient, which reflects the anatomical distance from primary sensory areas. This is most evident in the prefrontal cortex, where complex functions can be explained as operations on representations of the environment that change slowly. The framework provides predictions about, and principled constraints on, cortical structure-function relationships, which can be tested by manipulating the time-scales of sensory input."
